id,name,date,genre,description,backdrop,poster
812456,Barbie & Chelsea: The Lost Birthday,2021-05-14,Animation,"Enjoy high-sea thrills as Barbie, Chelsea and the rest of the Roberts family set sail on an adventure cruise.  ""Barbie & Chelsea The Lost Birthday"" tells the story of Chelsea, Barbie’s precocious youngest sister, and the rest of the Roberts family as they set sail on an adventure cruise for her seventh birthday. When they cross the International Date Line, Chelsea discovers her actual birthday has been lost and she embarks on a fantastical journey through an enchanted jungle island in order to save it.",/sNQWRiwOc1R261yg7XVXxq0b5F9.jpg,/yZdVDxLXbz4yucwMy1yTCGTYNVC.jpg
330457,Frozen II,2019-11-20,"Family, Animation, Adventure, Comedy, Fantasy","Elsa, Anna, Kristoff and Olaf head far into the forest to learn the truth about an ancient mystery of their kingdom.",/xJWPZIYOEFIjZpBL7SVBGnzRYXp.jpg,/mINJaa34MtknCYl5AjtNJzWj8cD.jpg
841793,Stranded,2021-01-02,Drama,Tensions run high while food runs low as six influencers find themselves stranded on a secluded island after plans for a weekend escape go awry.,/vPsdnLr2v48UBE8Y50W8QGXXpBR.jpg,/jZonuUeC9bH2D5A609w7nkplhyj.jpg
531499,The Tax Collector,2020-08-07,"Action, Crime, Drama",David Cuevas is a family man who works as a gangland tax collector for high ranking Los Angeles gang members. He makes collections across the city with his partner Creeper making sure people pay up or will see retaliation. An old threat returns to Los Angeles that puts everything David loves in harm’s way.,/zogWnCSztU8xvabaepQnAwsOtOt.jpg,/3eg0kGC2Xh0vhydJHO37Sp4cmMt.jpg
763149,Aftermath,2021-08-04,"Horror, Crime, Drama, Thriller","Desperate to save their marriage, a young couple takes a deal to move into their dream home, but disturbing events reveal the house's troubled history.",/twWLgj5hHFUI9PWE5vpet0OIxjA.jpg,/cbhxqeDIgeX36x5jmOvl5OP2MCv.jpg
57214,Project X,2012-03-01,Comedy,"Three high school seniors throw a party to make a name for themselves. As the night progresses, things spiral out of control as word of the party spreads.",/mEDMV7gA36wJYYx2VcywF2DWCg1.jpg,/lUPDGT3lyRrq8SvWuNWG2DP64bR.jpg
646207,The Ice Road,2021-06-24,"Action, Thriller","After a remote diamond mine collapses in far northern Canada, an ice road driver must lead an impossible rescue mission over a frozen ocean to save the trapped miners.",/5MlvT4DZIdkpb7A9t375HVoiJ1v.jpg,/jFaTMs1GEuSKZxUav4XECg3iGEo.jpg
616651,Stillwater,2021-07-29,"Drama, Crime, Thriller","Bill Baker, an American oil-rig roughneck from Oklahoma, travels to Marseille to visit his estranged daughter, Allison, who is in prison for a murder she claims she did not commit. Confronted with language barriers, cultural differences, and a complicated legal system, Bill builds a new life for himself in France as he makes it his personal mission to exonerate his daughter.",/ckCrunvxJ1SqL1w4goJGGGZ5PGP.jpg,/cPdmPwcIcmu0ugfKcdFtI3vmOJq.jpg
698320,The Mad Hatter,2021-01-29,"Horror, Thriller","An eccentric professor takes four of his students to the mansion of the “Mad Hatter”, an urban legend driven insane by mercury poisoning and grief. He says that there’s nothing to worry about now: the strange, shambling “caretakers” that haunt the home are merely servants that have fallen to inbreeding, and the Hatter himself has been dead for years. But as the students start disappearing one by one, those that remain start to question if the professor’s experiment is truly scientific...and if the Hatter didn’t just succumb to his madness, but decided to spread it...",/syjh4WJARo5gwjyUYxOPOElWGWh.jpg,/lTUfalNirpq7SBASa6lnzs27iam.jpg
11322,Public Enemies,2009-07-01,"Crime, History","Depression-era bank robber John Dillinger's charm and audacity endear him to much of America's downtrodden public, but he's also a thorn in the side of J. Edgar Hoover and the fledgling FBI. Desperate to capture the elusive outlaw, Hoover makes Dillinger his first Public Enemy Number One and assigns his top agent, Melvin Purvis, the task of bringing him in dead or alive.",/za2MCwq5Trnwa2t5yXB4PvTjLtx.jpg,/ezFQaPf4cOEfsl39Me0gSV29d7V.jpg
768744,My Hero Academia: World Heroes' Mission,2021-08-06,"Animation, Action, Comedy, Fantasy, Adventure","A mysterious group called Humarize strongly believes in the Quirk Singularity Doomsday theory which states that when quirks get mixed further in with future generations, that power will bring forth the end of humanity. In order to save everyone, the Pro-Heroes around the world ask UA Academy heroes-in-training to assist them and form a world-classic selected hero team. It is up to the heroes to save the world and the future of heroes in what is the most dangerous crisis to take place yet in My Hero Academy.",/2RHjd10wqv57xYzZkNK8Sl09Ddt.jpg,/yjdOpEtlzlAnw4Kw0NGw25VrbIb.jpg
853088,Happier Than Ever: A Love Letter to Los Angeles,2021-09-03,"Documentary, Music, Animation","Fresh off the heels of her brand-new album, ""Happier Than Ever,"" this cinematic concert experience features an intimate performance of every song in the album's sequential order – for the first and only time – from the stage of the legendary Hollywood Bowl.",/nrVj5eQAHaIaHgIaliMzrCKAJ80.jpg,/kU3EJpMLrGrrzcZ0oIgBiFvXbpj.jpg
28510,Universal Soldier: Regeneration,2009-10-01,"Adventure, Action, Science Fiction, Thriller","When terrorists threaten nuclear catastrophe at Chernobyl, the world's only hope is to reactivate decommissioned Universal Soldier Luc Deveraux. Rearmed and reprogrammed, Deveraux must take on his nemesis from the original Universal Soldier and a next-generation ""UniSol"" that seems almost unstoppable.",/aAboL38GYEeJFMdu6NAsyPLT4tU.jpg,/kFDmVlJoa165FMlHpmnVLUeNSYc.jpg
24418,Cirque du Freak: The Vampire's Assistant,2009-10-23,"Adventure, Fantasy, Action, Thriller","Darren Shan is a regular teenage kid. He and his friend Steve find out about a Freak Show coming to town and work hard at trying to find tickets. They do, and together they go to ""Cirque du Freak"" where they see many strange acts including a wolf-man and a bearded lady",/4cAc7XIe0CWgOZD1hF7z2OhfQ4P.jpg,/3Z2f50SKyHMWLLFH8OsV6hFoKLF.jpg
324786,Hacksaw Ridge,2016-10-07,"Drama, History, War","WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first Conscientious Objector in American history to receive the Congressional Medal of Honor.",/yQIBS8B9l2qXoPoPtxSXvH7CfoT.jpg,/fTuxNlgEm04PPFkr1xfK94Jn8BW.jpg
293660,Deadpool,2016-02-09,"Action, Adventure, Comedy","Deadpool tells the origin story of former Special Forces operative turned mercenary Wade Wilson, who after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.",/en971MEXui9diirXlogOrPKmsEn.jpg,/3E53WEZJqP6aM84D8CckXx4pIHw.jpg
68721,Iron Man 3,2013-04-18,"Action, Adventure, Science Fiction","When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",/tKa1gmGKAUVYnflYcadipeL3d9h.jpg,/qhPtAc1TKbMPqNvcdXSOn9Bn7hZ.jpg
683641,Je suis Karl,2021-09-16,Drama,"After most of her family is murdered in a terrorist bombing, a young woman is unknowingly lured into joining the very group that killed them.",/bhTMwf7XO4mbk4plgvFjq7tzoWt.jpg,/b25r8oFFSVagLyXmHK5MbHgI9Nh.jpg
591275,Fear Street: 1666,2021-07-14,"Mystery, Horror","In 1666, a colonial town is gripped by a hysterical witch-hunt that has deadly consequences for centuries to come, and it's up to teenagers in 1994 to finally put an end to their town's curse, before it's too late.",/6viJBbovWxJYavdjPy7UPTLvaOS.jpg,/rmEPtz3Ufzol2VWUAZYzOFaBio3.jpg
68726,Pacific Rim,2013-07-11,"Action, Science Fiction, Adventure","A ragtag band of humans band together in the year 2025 to fight legions of monstrous creatures rising from the sea. Using massive piloted robots to combat the alien threat, earth's survivors take the fight to the invading alien force lurking in the depths of the Pacific Ocean. Nearly defenseless in the face of the relentless enemy, the forces of mankind have no choice but to turn to two unlikely heroes -- a washed up former pilot and an untested trainee -- who now stand as earth's final hope against the mounting apocalypse.",/ig7qUy7drkEFZNCK7gi0hMn1WMN.jpg,/lC4ULSf5J4X9jnBOKcY3pwbAwmT.jpg
581392,Peninsula,2020-07-15,"Action, Horror, Thriller",A soldier and his team battle hordes of post-apocalyptic zombies in the wastelands of the Korean Peninsula.,/d2UxKyaJ5GgzuHaSsWinFfv3g6L.jpg,/eeqvAzCccAZOhU3RfbvHB3s44S6.jpg
567748,The Guilty,2021-09-24,"Drama, Crime, Thriller",A demoted police officer assigned to a call dispatch desk is conflicted when he receives an emergency phone call from a kidnapped woman.,/5wPWgTvdoVKW6ICeEAg86IBJOBW.jpg,/m8aR1k35oZMOzZ1kYWUyt401mwq.jpg
581387,Ashfall,2019-12-19,"Action, Adventure, Thriller",A group of unlikely heroes from across the Korean peninsula try to save the day after a volcano erupts on the mythical and majestic Baekdu Mountain.,/h9DIlghaiTxbQbt1FIwKNbQvEL.jpg,/gCZ0RHifBxZGedde7WPWSgjpyZt.jpg
13448,Angels & Demons,2009-05-13,"Thriller, Mystery","Harvard symbologist Robert Langdon is recruited by the Vatican to investigate the apparent return of the Illuminati - a secret, underground organization - after four cardinals are kidnapped on the night of the papal conclave.",/aI0eMhmzuMNJOyZTua1hwchinWt.jpg,/uRBapeuwV8yy4in4BkETHBDmWkH.jpg
72190,World War Z,2013-06-20,"Action, Drama, Horror, Science Fiction, Thriller","Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.",/31VpBgUX5O4Z3dn5ZbX8HLqoXH3.jpg,/1SWBSYJsnyhdNRfLI1T6RsCxAQ4.jpg
106646,The Wolf of Wall Street,2013-12-25,"Crime, Drama, Comedy","A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.",/cWUOv3H7YFwvKeaQhoAQTLLpo9Z.jpg,/pWHf4khOloNVfCxscsXFj3jj6gP.jpg
615678,Thunder Force,2021-04-09,"Action, Adventure, Comedy","In a world where supervillains are commonplace, two estranged childhood best friends reunite after one devises a treatment that gives them powers to protect their city.",/z7HLq35df6ZpRxdMAE0qE3Ge4SJ.jpg,/3mKMWP5OokB7QpcOMA1yl8BXFAF.jpg
20533,Jonah Hex,2010-06-18,"Action, Western, Drama, Fantasy, Thriller","Gunslinger Jonah Hex is appointed by President Ulysses Grant to track down terrorist Quentin Turnbull, a former Confederate officer determined on unleashing hell on earth. Jonah not only secures freedom by accepting this task, he also gets revenge on the man who slayed his wife and child.",/iNYe0BmPDAEQlChNYOfceGPNnq6.jpg,/1MpWjcCn8M0763QDoxcN0gXrc5q.jpg
793723,Sentinelle,2021-03-05,"Thriller, Action, Drama","Transferred home after a traumatizing combat mission, a highly trained French soldier uses her lethal skills to hunt down the man who hurt her sister.",/eTgQlyIQH0nA5BsmYpvCzSPAorg.jpg,/jt9NNFFAjvMouzHt06U3uANBpUm.jpg
98566,Teenage Mutant Ninja Turtles,2014-08-07,"Science Fiction, Action, Adventure, Comedy","When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home.",/eezsbzYPbYKjjh6E1XHDBNlLynh.jpg,/azL2ThbJMIkts3ZMt3j1YgBUeDB.jpg
644083,Twist,2021-01-22,"Crime, Drama, Action","A Dickens classic brought thrillingly up to date in the teeming heartland of modern London, where a group of street smart young hustlers plan the heist of the century for the ultimate payday.",/jnq4fV53Px9HvUZD2bQIxtGSwS7.jpg,/7sXthW46RwmPBdacGHnhOzLv40d.jpg
284053,Thor: Ragnarok,2017-10-25,"Action, Adventure, Comedy, Fantasy, Science Fiction","Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his home-world and the end of Asgardian civilization, at the hands of a powerful new threat, the ruthless Hela.",/kaIfm5ryEOwYg8mLbq8HkPuM1Fo.jpg,/rzRwTcFvttcN1ZpX2xv4j3tSdJu.jpg
324857,Spider-Man: Into the Spider-Verse,2018-12-06,"Action, Adventure, Animation, Science Fiction, Comedy","Miles Morales is juggling his life between being a high school student and being a spider-man. When Wilson ""Kingpin"" Fisk uses a super collider, others from across the Spider-Verse are transported to this dimension.",/6qVF0gnLnbKCgcMfCpCB8GH7B5I.jpg,/iiZZdoQBEYBv6id8su7ImL0oCbD.jpg
8587,The Lion King,1994-06-23,"Family, Animation, Drama","A young lion prince is cast out of his pride by his cruel uncle, who claims he killed his father. While the uncle rules with an iron paw, the prince grows up beyond the Savannah, living by a philosophy: No worries for the rest of your days. But when his past comes to haunt him, the young prince must decide his fate: Will he remain an outcast or face his demons and become what he needs to be?",/wXsQvli6tWqja51pYxXNG1LFIGV.jpg,/sKCr78MXSLixwmZ8DyJLrpMsd15.jpg
840427,The Father Who Moves Mountains,2021-06-11,"Drama, Thriller","Mircea, former Intelligence officer, finds out that his son from has gone missing in the mountains. He travels there to find him. After days of searches, Mircea put his own rescue team together, leading to conflict with the local squad.",/5kegSxcEAiO0Xu6Qk7ZAZN7thIP.jpg,/htIK4y0O748QIFGG0d4WOz3J7S8.jpg
547565,The Night House,2021-07-15,"Horror, Thriller","Reeling from the unexpected death of her husband, Beth is left alone in the lakeside home he built for her. Soon she begins to uncover her recently deceased husband's disturbing secrets.",/naHzIFZnCJqHVS8DKuVke8RDMUw.jpg,/qxGRdNeWKQcMg6jJduTthsiBbsd.jpg
14836,Coraline,2009-02-05,"Animation, Family, Fantasy","When Coraline moves to an old house, she feels bored and neglected by her parents. She finds a hidden door with a bricked up passage. During the night, she crosses the passage and finds a parallel world where everybody has buttons instead of eyes, with caring parents and all her dreams coming true. When the Other Mother invites Coraline to stay in her world forever, the girl refuses and finds that the alternate reality where she is trapped is only a trick to lure her.",/rRpAZOPY3XxMJY65AJ396IWyjU4.jpg,/gPMh5rsVrDDAYMDbTcz6Up1DQ4z.jpg
663558,New Gods: Nezha Reborn,2021-02-06,"Animation, Action, Fantasy","3000 years after the boy-god Nezha conquers the Dragon King then disappears in mythological times, he returns as an ordinary man to find his own path to becoming a true hero.",/y0SiXoTLQp93NbLQ4XhgVz18UAS.jpg,/6goDkAD6J3br81YMQf0Gat8Bqjy.jpg
581389,Space Sweepers,2021-02-05,"Drama, Fantasy, Science Fiction","When the crew of a space junk collector ship called The Victory discovers a humanoid robot named Dorothy that's known to be a weapon of mass destruction, they get involved in a risky business deal which puts their lives at stake.",/drulhSX7P5TQlEMQZ3JoXKSDEfz.jpg,/p9YDHJKvUoi7v2SCd3vLGPae1Xp.jpg
767,Harry Potter and the Half-Blood Prince,2009-07-07,"Adventure, Fantasy","As Lord Voldemort tightens his grip on both the Muggle and wizarding worlds, Hogwarts is no longer a safe haven. Harry suspects perils may even lie within the castle, but Dumbledore is more intent upon preparing him for the final battle fast approaching. Together they work to find the key to unlock Voldemorts defenses and to this end, Dumbledore recruits his old friend and colleague Horace Slughorn, whom he believes holds crucial information. Even as the decisive showdown looms, romance blossoms for Harry, Ron, Hermione and their classmates. Love is in the air, but danger lies ahead and Hogwarts may never be the same again.",/kT8bDEAgEYBKhRJtqM97qTw6uRW.jpg,/z7uo9zmQdQwU5ZJHFpv2Upl30i1.jpg
785539,Resort to Love,2021-07-29,"Romance, Comedy",Aspiring pop star Erica ends up as the entertainment at her ex-fiancé’s wedding after reluctantly taking a gig at a luxurious island resort while in the wake of a music career meltdown.,/TB88CYene7rzMs32FzFTLs0eU4.jpg,/6TrkFcgCF8Vznk45rs3qvxxejiV.jpg
49529,John Carter,2012-03-07,"Action, Adventure, Science Fiction","John Carter is a war-weary, former military captain who's inexplicably transported to the mysterious and exotic planet of Barsoom (Mars) and reluctantly becomes embroiled in an epic conflict. It's a world on the brink of collapse, and Carter rediscovers his humanity when he realizes the survival of Barsoom and its people rests in his hands.",/ubNevniKd5NYo60DqYIQ29T0uyB.jpg,/7GSSyUUgUEXm1rhmiPGSRuKoqnK.jpg
440249,After Porn Ends 2,2017-03-28,Documentary,"After Porn Ends 2 picks up where its predecessor left off and not only turns back the clock to meet the oldest living stars in adult film's history, but goes in depth with some of Its most current retirees and juxtaposes their experiences in a life after porn. Delving deeper into society's ongoing stigmas of race, misogyny, and the reality of decreasing opportunities for these former VHS box cover stars. For some, their careers in adult entertainment is accepted proudly and without regret. In fact, it seems to have proven to be the pathway to their current happiness and inner peace. For others, however, a career in porn has proven to be a conduit to certain despair as they struggle to find a way to bury their past and emerge with a new career or calling.",/uO6ZUez70Twan92pqoV60T9kiGH.jpg,/rfItXrtDGILwsCdmgVxX79phFuI.jpg
698009,Young Sister-in-law 3,2019-05-24,Romance,"Yoo-jin and Myeong-seok get a call from Hye-jin in the middle of the night. She finally escapes from domestic violence and comes to live with her sister. However, Myeong-seok is nice to her and Hye-jin starts to feel fond of him...",/h1BoDAepuEmEMC2qhjBONAYhre7.jpg,/swEYylf53k2aGZHjv9PuIxalWQE.jpg
843241,The Seven Deadly Sins: Cursed by Light,2021-07-02,"Animation, Action","With the help of the ""Dragon Sin of Wrath"" Meliodas and the worst rebels in history, the Seven Deadly Sins, the ""Holy War"", in which four races, including Humans, Goddesses, Fairies and Giants fought against the Demons, is finally over. At the cost of the ""Lion Sin of Pride"" Escanor's life, the Demon King was defeated and the world regained peace. After that, each of the Sins take their own path.",/vQ9YlITvVFdbFXYX6qwTNgIP85u.jpg,/gtiNyP9BoQmPzjeDhvofUtUxpJV.jpg
11699,Bad Lieutenant: Port of Call - New Orleans,2009-05-21,"Drama, Crime","Terrence McDonagh is a New Orleans Police sergeant, who recieves a medal and a promotion to lieutenant for heroism during Hurricane Katrina. Due to his heroic act, McDonagh injures his back and becomes addicted to prescription pain medication. He then finds himself involved with a drug dealer who is suspected of murdering a family of African immigrants.",/tmuxRmCHybAEqXftvE2rNlQD70E.jpg,/zRULXsd0rb1lVfnSyQkYPi2nLcB.jpg
384018,Fast & Furious Presents: Hobbs & Shaw,2019-08-01,"Action, Adventure, Comedy","Ever since US Diplomatic Security Service Agent Hobbs and lawless outcast Shaw first faced off, they just have traded smack talk and body blows. But when cyber-genetically enhanced anarchist Brixton's ruthless actions threaten the future of humanity, they join forces to defeat him.",/hpgda6P9GutvdkDX5MUJ92QG9aj.jpg,/qRyy2UmjC5ur9bDi3kpNNRCc5nc.jpg
138843,The Conjuring,2013-03-20,"Horror, Thriller","Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives.",/l5yp73psXVRYy2ce09lD8yDuu2g.jpg,/wVYREutTvI2tmxr6ujrHT704wGF.jpg
118406,Naruto Shippuden the Movie: Road to Ninja,2012-07-28,"Animation, Fantasy, Action","Sixteen years ago, a mysterious masked ninja unleashes a powerful creature known as the Nine-Tailed Demon Fox on the Hidden Leaf Village Konoha, killing many people. In response, the Fourth Hokage Minato Namikaze and his wife Kushina Uzumaki, the Demon Fox's living prison or Jinchūriki, manage to seal the creature inside their newborn son Naruto Uzumaki. With the Tailed Beast sealed, things continued as normal. However, in the present day, peace ended when a group of ninja called the Akatsuki attack Konoha under the guidance of Tobi, the mysterious masked man behind Fox's rampage years ago who intends on executing his plan to rule the world by shrouding it in illusions.",/hBIZ6RiaCWszRbdvHAy6RWHyT3c.jpg,/xLal6fXNtiJN6Zw6qk21xAtdOeN.jpg
43347,Love & Other Drugs,2010-11-22,"Drama, Comedy, Romance","Maggie is an alluring free spirit who won't let anyone – or anything – tie her down. But she meets her match in Jamie, whose relentless and nearly infallible charm serves him well with the ladies and in the cutthroat world of pharmaceutical sales. Maggie and Jamie's evolving relationship takes them both by surprise, as they find themselves under the influence of the ultimate drug: love.",/rsBFDOVtsVQ76dcOsRMTmREFffV.jpg,/1nXN4e3IoTJD42ci7WHZeI1Cgpm.jpg
17654,District 9,2009-08-05,Science Fiction,"Thirty years ago, aliens arrive on Earth. Not to conquer or give aid, but to find refuge from their dying planet. Separated from humans in a South African area called District 9, the aliens are managed by Multi-National United, which is unconcerned with the aliens' welfare but will do anything to master their advanced technology. When a company field agent contracts a mysterious virus that begins to alter his DNA, there is only one place he can hide: District 9.",/sRP9iWnygnfvTlXCwsaZLXRzhuh.jpg,/tuGlQkqLxnodDSk6mp5c2wvxUEd.jpg
44943,Battle: Los Angeles,2011-03-08,"Science Fiction, Action","When once distant UFOs become a terrifying threat attacking Earth, a Marine staff sergeant and his team take it upon themselves to face the enemy and protect what remains of the planet.",/xl6xyJ3t5EhGoro9zLa21uUrPU5.jpg,/jloyGeVYZSxM9zsLFvVOWuj2ey4.jpg
808,Shrek,2001-05-18,"Animation, Comedy, Fantasy, Adventure, Family","It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.",/2l5UHZBcp9cx1PwKLdisJ0gV9jB.jpg,/iB64vpL3dIObOtMZgX3RqdVdQDc.jpg
615677,We Can Be Heroes,2020-12-25,"Action, Fantasy, Family, Comedy","When alien invaders capture Earth's superheroes, their kids must learn to work together to save their parents - and the planet.",/y6FYAhaeFMj9Lsk8OdF2NeWQkbd.jpg,/1S21HpcKY6uQ9UAw68aICmrJaq6.jpg
866343,Torcidos,2021-08-27,Horror,null,/bzktTNDZlXsBBTQuB7ZpHuVSm7t.jpg,/56Dc9tOU7k6u0uaJlogpH9AXvq2.jpg
578908,Bad Trip,2021-03-26,Comedy,Two pals embark on a road trip full of funny pranks that pull real people into mayhem.,/a9zFUuxzChmAlIybVge9IZt1hH0.jpg,/A1Gy5HX3DKGaNW1Ay30NTIVJqJ6.jpg
16869,Inglourious Basterds,2009-08-19,"Drama, Action, Thriller, War","In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",/u3tkHXc5wzRFfRXyjGsAlfCIJuh.jpg,/7sfbEnaARXDDhKm0CZ7D7uc2sbo.jpg
675,Harry Potter and the Order of the Phoenix,2007-06-28,"Adventure, Fantasy, Mystery","The rebellion begins! Lord Voldemort has returned, but the Ministry of Magic is doing everything it can to keep the wizarding world from knowing the truth – including appointing Ministry official Dolores Umbridge as the new Defence Against the Dark Arts professor at Hogwarts. When Umbridge refuses to teach practical defensive magic, Ron and Hermione convince Harry to secretly train a select group of students for the wizarding war that lies ahead. A terrifying showdown between good and evil awaits in this enthralling film version of the fifth novel in J.K. Rowling’s Harry Potter series. Prepare for battle!",/bsaA9qtIR6VTDQykXdBzJc8V5rS.jpg,/s836PRwHkLjrOJrfW0eo7B4NJOf.jpg
454626,Sonic the Hedgehog,2020-02-12,"Action, Science Fiction, Comedy, Family","Based on the global blockbuster videogame franchise from Sega, Sonic the Hedgehog tells the story of the world’s speediest hedgehog as he embraces his new home on Earth. In this live-action adventure comedy, Sonic and his new best friend team up to defend the planet from the evil genius Dr. Robotnik and his plans for world domination.",/stmYfCUGd8Iy6kAMBr6AmWqx8Bq.jpg,/aQvJ5WPzZgYVDrxLX4R6cLJCEaQ.jpg
156022,The Equalizer,2014-09-24,"Thriller, Action, Crime","McCall believes he has put his mysterious past behind him and dedicated himself to beginning a new, quiet life. But when he meets Teri, a young girl under the control of ultra-violent Russian gangsters, he can’t stand idly by – he has to help her. Armed with hidden skills that allow him to serve vengeance against anyone who would brutalize the helpless, McCall comes out of his self-imposed retirement and finds his desire for justice reawakened. If someone has a problem, if the odds are stacked against them, if they have nowhere else to turn, McCall will help. He is The Equalizer.",/wNAfVj1ObGNye5fQM4tJXJGtU0.jpg,/9u4yW7yPA0BQ2pv9XwiNzItwvp8.jpg
57165,Wrath of the Titans,2012-03-28,"Fantasy, Adventure","Perseus tries to live a quieter life as a village fisherman while - dangerously weakened by humanity's lack of devotion - the gods are losing control of the long-imprisoned Titans and their ferocious leader, Kronos.",/s7VNgGkbgX2ZB8ctDBJXDBq7yt7.jpg,/b9n2R3xZWQ8MVZgndQoV34stS0h.jpg
9479,The Nightmare Before Christmas,1993-10-09,"Fantasy, Animation, Family","Tired of scaring humans every October 31 with the same old bag of tricks, Jack Skellington, the spindly king of Halloween Town, kidnaps Santa Claus and plans to deliver shrunken heads and other ghoulish gifts to children on Christmas morning. But as Christmas approaches, Jack's rag-doll girlfriend, Sally, tries to foil his misguided plans.",/16lk65YfrDFIr6evkWRjSeOOSws.jpg,/oQffRNjK8e19rF7xVYEN8ew0j7b.jpg
645856,The Seventh Day,2021-03-26,Horror,"A renowned exorcist teams up with a rookie priest for his first day of training. As they plunge deeper into hell on earth, the lines between good and evil blur, and their own demons emerge.",/xH23sRbfMtwZ2oBtBf607VUNrGt.jpg,/dtt2dfMdmlCcgaJZkPPQsIY5oR6.jpg
3933,Corpse Bride,2005-09-12,"Romance, Fantasy, Animation","Set in a 19th-century european village, this stop-motion animation feature follows the story of Victor, a young man whisked away to the underworld and wed to a mysterious corpse bride, while his real bride Victoria waits bereft in the land of the living.",/r4VumNLSafeGhlieKNhGv0BQ4UD.jpg,/isb2Qow76GpqYmsSyfdMfsYAjts.jpg
55846,Blitz,2011-05-20,"Crime, Action, Thriller",A tough cop is dispatched to take down a serial killer who has been targeting police officers.,/mzsA1VtT8btOyHiv1nKDKB4Rma1.jpg,/qjqmhhc7uLub22mhu4V6DjOBwXM.jpg
568124,Encanto,2021-11-24,"Family, Music, Adventure, Animation, Fantasy","The tale of an extraordinary family, the Madrigals, who live hidden in the mountains of Colombia, in a magical house, in a vibrant town, in a wondrous, charmed place called an Encanto. The magic of the Encanto has blessed every child in the family with a unique gift from super strength to the power to heal—every child except one, Mirabel. But when she discovers that the magic surrounding the Encanto is in danger, Mirabel decides that she, the only ordinary Madrigal, might just be her exceptional family's last hope.",/g2djzUqA6mFplzC03gDk0WSyg99.jpg,/gKV303VdLsR2PAEJMhSeZ2cxfQ0.jpg
36557,Casino Royale,2006-11-14,"Adventure, Action, Thriller","Le Chiffre, a banker to the world's terrorists, is scheduled to participate in a high-stakes poker game in Montenegro, where he intends to use his winnings to establish his financial grip on the terrorist market. M sends Bond—on his maiden mission as a 00 Agent—to attend this game and prevent Le Chiffre from winning. With the help of Vesper Lynd and Felix Leiter, Bond enters the most important poker game in his already dangerous career.",/kjC48HRQpojr3FHx5pZF7Ro9xFg.jpg,/8Gv1dylImVuoj3bZtEWoL1TLl2q.jpg
12445,Harry Potter and the Deathly Hallows: Part 2,2011-07-07,"Fantasy, Adventure","Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.",/n5A7brJCjejceZmHyujwUTVgQNC.jpg,/da22ZBmrDOXOCDRvr8Gic8ldhv4.jpg
12444,Harry Potter and the Deathly Hallows: Part 1,2010-10-17,"Adventure, Fantasy","Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.",/AqLcLsGGTzAjm3pCCq0CZCQrp6m.jpg,/f1geQ0I9UETRF1ed30voZfw8zT.jpg
214756,Ted 2,2015-06-25,Comedy,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",/19Pghw34YdLbjeKpwfCRTNhaItr.jpg,/qMOt0uy1x49OBW0jzodgRM9waW0.jpg
72545,Journey 2: The Mysterious Island,2012-01-19,"Adventure, Action, Science Fiction","Sean Anderson partners with his mom's boyfriend on a mission to find his grandfather, who is thought to be missing on a mythical island.",/9f33P2UvXw8HnLNB3cHdzI64Xpq.jpg,/hLZHJjsZ83Wfn3MRteNb6ew0WC7.jpg
